CCode,DATETIME_START_OUTPUTROW,DATETIME_END_OUTPUTROW,StateAbb,StateName,year,irst,milex,milper,pec,tpop,upop,cinc
450,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,LBR,Liberia,1943,0,-9,5,1,535,0,9.87E-05
450,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,LBR,Liberia,1942,0,-9,5,1,505,0,9.92E-05
150,1882-Jan-01 00:00:00,1883-Jan-01 00:00:00,PAR,Paraguay,1882,0,13,1,0,268,0,9.92E-05
91,1917-Jan-01 00:00:00,1918-Jan-01 00:00:00,HON,Honduras,1917,0,882,2,0,630,0,0.0001
94,1926-Jan-01 00:00:00,1927-Jan-01 00:00:00,COS,Costa Rica,1926,0,656,-9,13,470,0,0.0001004
461,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,TOG,Togo,1964,0,2764,2,3,1583,0,0.0001007
712,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,MON,Mongolia,1947,0,-9,-9,19,759,0,0.000101
150,1881-Jan-01 00:00:00,1882-Jan-01 00:00:00,PAR,Paraguay,1881,0,-9,1,0,261,0,0.0001031
484,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,CON,Congo,1961,0,2000,0,151,1010,113,0.0001036
94,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,COS,Costa Rica,1940,0,-9,-9,17,620,0,0.0001036
450,1924-Jan-01 00:00:00,1925-Jan-01 00:00:00,LBR,Liberia,1924,0,-9,2,0,258,0,0.0001043
150,1880-Jan-01 00:00:00,1881-Jan-01 00:00:00,PAR,Paraguay,1880,0,-9,1,0,255,0,0.0001043
450,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,LBR,Liberia,1940,0,-9,5,0,458,0,0.000105
150,1883-Jan-01 00:00:00,1884-Jan-01 00:00:00,PAR,Paraguay,1883,0,16,1,0,275,0,0.0001056
450,1926-Jan-01 00:00:00,1927-Jan-01 00:00:00,LBR,Liberia,1926,0,-9,2,0,276,0,0.0001074
94,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,COS,Costa Rica,1941,0,-9,-9,15,630,0,0.0001075
150,1888-Jan-01 00:00:00,1889-Jan-01 00:00:00,PAR,Paraguay,1888,0,-9,1,0,311,0,0.0001079
712,1921-Mar-13 00:00:00,1922-Jan-01 00:00:00,MON,Mongolia,1921,0,-9,0,26,663,0,0.0001081
94,1925-Jan-01 00:00:00,1926-Jan-01 00:00:00,COS,Costa Rica,1925,0,590,1,11,460,0,0.0001083
150,1884-Jan-01 00:00:00,1885-Jan-01 00:00:00,PAR,Paraguay,1884,0,-9,1,0,281,0,0.0001083
150,1887-Jan-01 00:00:00,1888-Jan-01 00:00:00,PAR,Paraguay,1887,0,-9,1,0,303,0,0.0001083
94,1924-Jan-01 00:00:00,1925-Jan-01 00:00:00,COS,Costa Rica,1924,0,521,1,5,450,0,0.0001087
150,1885-Jan-01 00:00:00,1886-Jan-01 00:00:00,PAR,Paraguay,1885,0,-9,1,0,288,0,0.0001087
482,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,CEN,Central African Republic,1962,0,1001,0,1,1349,107,0.000109
150,1886-Jan-01 00:00:00,1887-Jan-01 00:00:00,PAR,Paraguay,1886,0,-9,1,0,296,0,0.0001092
450,1927-Jan-01 00:00:00,1928-Jan-01 00:00:00,LBR,Liberia,1927,0,-9,2,0,286,0,0.0001095
94,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,COS,Costa Rica,1962,0,2120,0,60,1343,101,0.0001103
93,1917-Jan-01 00:00:00,1918-Jan-01 00:00:00,NIC,Nicaragua,1917,0,-9,2,0,610,0,0.0001107
150,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,PAR,Paraguay,1915,0,536,3,0,660,0,0.0001108
482,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,CEN,Central African Republic,1963,0,1001,0,2,1376,119,0.0001111
91,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,HON,Honduras,1915,0,-9,2,0,600,0,0.0001112
93,1916-Jan-01 00:00:00,1917-Jan-01 00:00:00,NIC,Nicaragua,1916,0,-9,2,0,602,0,0.0001113
150,1916-Jan-01 00:00:00,1917-Jan-01 00:00:00,PAR,Paraguay,1916,0,570,3,0,670,0,0.0001117
94,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,COS,Costa Rica,1961,0,2381,0,57,1298,101,0.0001123
93,1918-Jan-01 00:00:00,1919-Jan-01 00:00:00,NIC,Nicaragua,1918,0,-9,2,0,621,0,0.0001125
91,1916-Jan-01 00:00:00,1917-Jan-01 00:00:00,HON,Honduras,1916,0,-9,2,0,610,0,0.0001126
94,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,COS,Costa Rica,1960,0,2399,0,54,1254,102,0.0001139
91,1899-Jan-01 00:00:00,1900-Jan-01 00:00:00,HON,Honduras,1899,0,-9,1,0,410,0,0.000114
94,1959-Jan-01 00:00:00,1960-Jan-01 00:00:00,COS,Costa Rica,1959,0,2346,0,48,1200,102,0.000117
93,1944-Jan-01 00:00:00,1945-Jan-01 00:00:00,NIC,Nicaragua,1944,0,909,-9,0,900,0,0.0001173
94,1958-Jan-01 00:00:00,1959-Jan-01 00:00:00,COS,Costa Rica,1958,0,2328,0,45,1153,102,0.0001175
93,1920-Jan-01 00:00:00,1921-Jan-01 00:00:00,NIC,Nicaragua,1920,0,-9,1,0,638,0,0.0001185
94,1956-Jan-01 00:00:00,1957-Jan-01 00:00:00,COS,Costa Rica,1956,0,2116,0,40,1069,100,0.0001186
352,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,CYP,Cyprus,1964,0,7561,8,515,587,0,0.0001186
94,1957-Jan-01 00:00:00,1958-Jan-01 00:00:00,COS,Costa Rica,1957,0,2399,0,43,1110,102,0.0001189
450,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,LBR,Liberia,1955,0,-9,5,4,914,0,0.0001191
450,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,LBR,Liberia,1954,0,-9,5,3,893,0,0.0001201
150,1896-Jan-01 00:00:00,1897-Jan-01 00:00:00,PAR,Paraguay,1896,0,-9,1,0,416,0,0.0001201
434,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,BEN,Benin,1961,0,1945,0,1,2106,0,0.0001202
620,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,LIB,Libya,1952,0,-9,3,6,1048,0,0.0001203
484,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,CON,Congo,1962,0,4335,1,180,1034,136,0.0001204
150,1898-Jan-01 00:00:00,1899-Jan-01 00:00:00,PAR,Paraguay,1898,0,-9,1,0,452,0,0.0001204
93,1922-Jan-01 00:00:00,1923-Jan-01 00:00:00,NIC,Nicaragua,1922,0,43,2,0,650,0,0.0001211
339,1917-Jan-01 00:00:00,1918-Jan-01 00:00:00,ALB,Albania,1917,0,1567,2,0,759,0,0.0001212
450,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,LBR,Liberia,1953,0,-9,5,4,874,0,0.0001221
450,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,LBR,Liberia,1952,0,-9,5,3,856,0,0.0001224
93,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,NIC,Nicaragua,1935,0,86,2,0,728,0,0.0001228
93,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,NIC,Nicaragua,1915,0,-9,4,0,591,0,0.0001233
484,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,CON,Congo,1964,0,5003,2,125,1084,139,0.0001234
91,1900-Jan-01 00:00:00,1901-Jan-01 00:00:00,HON,Honduras,1900,0,68,1,0,420,0,0.0001236
339,1916-Jan-01 00:00:00,1917-Jan-01 00:00:00,ALB,Albania,1916,0,1598,2,0,747,0,0.0001237
339,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,ALB,Albania,1915,0,1612,2,0,735,0,0.0001241
93,1936-Jan-01 00:00:00,1937-Jan-01 00:00:00,NIC,Nicaragua,1936,0,83,2,0,746,0,0.0001243
484,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,CON,Congo,1969,0,9463,3,86,1230,145,0.0001246
484,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,CON,Congo,1963,0,4000,2,161,1059,137,0.000125
94,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,COS,Costa Rica,1963,0,2165,2,64,1391,100,0.0001255
565,1990-Mar-21 00:00:00,1991-Jan-01 00:00:00,NAM,Namibia,1990,0,47440,10,0,1352,114,0.0001255
484,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,CON,Congo,1968,0,9216,3,79,1198,144,0.0001256
620,1951-Dec-24 00:00:00,1952-Jan-01 00:00:00,LIB,Libya,1951,0,-9,3,6,1028,0,0.0001258
339,1918-Jan-01 00:00:00,1919-Jan-01 00:00:00,ALB,Albania,1918,0,1545,3,0,771,0,0.0001265
150,1889-Jan-01 00:00:00,1890-Jan-01 00:00:00,PAR,Paraguay,1889,0,45,1,0,318,0,0.0001267
680,1967-Nov-30 00:00:00,1968-Jan-01 00:00:00,YPR,Yemen People's Republic,1967,0,0,3,2,1320,150,0.0001268
91,1905-Jan-01 00:00:00,1906-Jan-01 00:00:00,HON,Honduras,1905,0,97,1,0,500,0,0.0001277
712,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,MON,Mongolia,1940,0,-9,-9,51,743,0,0.0001279
434,1960-Aug-01 00:00:00,1961-Jan-01 00:00:00,BEN,Benin,1960,0,0,0,1,2237,0,0.0001281
150,1917-Jan-01 00:00:00,1918-Jan-01 00:00:00,PAR,Paraguay,1917,0,-9,3,0,680,0,0.0001282
482,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,CEN,Central African Republic,1964,0,2001,2,2,1404,126,0.0001285
450,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,LBR,Liberia,1951,0,-9,5,2,839,0,0.0001287
91,1903-Jan-01 00:00:00,1904-Jan-01 00:00:00,HON,Honduras,1903,0,62,1,0,470,0,0.0001292
712,1922-Jan-01 00:00:00,1923-Jan-01 00:00:00,MON,Mongolia,1922,0,-9,1,27,668,0,0.0001293
712,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,MON,Mongolia,1946,0,-9,-9,18,757,0,0.0001293
150,1918-Jan-01 00:00:00,1919-Jan-01 00:00:00,PAR,Paraguay,1918,0,-9,3,0,690,0,0.0001302
482,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,CEN,Central African Republic,1966,0,2382,2,3,1465,144,0.0001308
482,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,CEN,Central African Republic,1965,0,2313,2,3,1432,135,0.000131
461,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,TOG,Togo,1965,0,2748,2,4,1627,100,0.0001311
450,1949-Jan-01 00:00:00,1950-Jan-01 00:00:00,LBR,Liberia,1949,0,-9,5,1,728,0,0.0001312
461,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,TOG,Togo,1968,0,2683,1,6,1858,126,0.0001314
461,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,TOG,Togo,1966,0,2364,2,5,1690,108,0.0001318
91,1901-Jan-01 00:00:00,1902-Jan-01 00:00:00,HON,Honduras,1901,0,79,1,0,440,0,0.0001321
91,1918-Jan-01 00:00:00,1919-Jan-01 00:00:00,HON,Honduras,1918,0,-9,4,0,660,0,0.0001321
93,1934-Jan-01 00:00:00,1935-Jan-01 00:00:00,NIC,Nicaragua,1934,0,93,2,0,711,0,0.0001323
150,1877-Jan-01 00:00:00,1878-Jan-01 00:00:00,PAR,Paraguay,1877,0,15,2,0,237,0,0.0001325
712,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,MON,Mongolia,1941,0,-9,-9,63,745,0,0.0001327
482,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,CEN,Central African Republic,1967,0,3832,2,3,1502,153,0.0001329
712,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,MON,Mongolia,1943,0,-9,-9,56,750,0,0.0001332
51,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,JAM,Jamaica,1967,0,5321,1,120,1804,110,0.0001334
450,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,LBR,Liberia,1950,0,-9,5,1,824,0,0.0001341
482,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,CEN,Central African Republic,1968,0,4493,2,4,1537,163,0.0001342
712,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,MON,Mongolia,1942,0,-9,-9,66,748,0,0.0001344
461,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,TOG,Togo,1967,0,2574,2,6,1769,117,0.0001349
93,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,NIC,Nicaragua,1940,0,-9,-9,0,825,0,0.0001351
93,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,NIC,Nicaragua,1919,0,-9,2,0,630,0,0.0001353
461,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,TOG,Togo,1969,0,3158,1,7,1944,137,0.0001356
712,1939-Jan-01 00:00:00,1940-Jan-01 00:00:00,MON,Mongolia,1939,0,-9,2,40,742,0,0.0001358
51,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,JAM,Jamaica,1966,0,5013,1,107,1783,112,0.0001359
93,1921-Jan-01 00:00:00,1922-Jan-01 00:00:00,NIC,Nicaragua,1921,0,-9,2,0,644,0,0.0001362
482,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,CEN,Central African Republic,1969,0,5878,2,5,1575,174,0.0001367
150,1878-Jan-01 00:00:00,1879-Jan-01 00:00:00,PAR,Paraguay,1878,0,-9,2,0,243,0,0.0001378
484,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,CON,Congo,1965,0,5003,4,107,1111,140,0.0001385
42,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,DOM,Dominican Republic,1915,0,-9,1,0,810,0,0.0001387
42,1894-Jan-01 00:00:00,1895-Jan-01 00:00:00,DOM,Dominican Republic,1894,0,-9,1,0,504,0,0.0001393
51,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,JAM,Jamaica,1965,0,4761,1,98,1760,115,0.0001395
450,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,LBR,Liberia,1947,0,-9,5,1,685,0,0.0001396
93,1932-Jan-01 00:00:00,1933-Jan-01 00:00:00,NIC,Nicaragua,1932,0,96,2,0,693,0,0.0001397
42,1916-Jan-01 00:00:00,1916-Nov-30 00:00:00,DOM,Dominican Republic,1916,0,-9,1,0,820,0,0.0001398
450,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,LBR,Liberia,1948,0,-9,5,1,707,0,0.0001402
91,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,HON,Honduras,1954,0,3200,3,7,1617,0,0.0001404
91,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,HON,Honduras,1953,0,3020,3,8,1570,0,0.000141
91,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,HON,Honduras,1952,0,3218,3,7,1528,0,0.0001411
42,1895-Jan-01 00:00:00,1896-Jan-01 00:00:00,DOM,Dominican Republic,1895,0,-9,1,0,523,0,0.0001412
51,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,JAM,Jamaica,1964,0,4481,1,88,1739,118,0.0001414
484,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,CON,Congo,1967,0,8985,5,78,1168,142,0.0001415
93,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,NIC,Nicaragua,1941,0,-9,-9,0,844,0,0.0001415
91,1939-Jan-01 00:00:00,1940-Jan-01 00:00:00,HON,Honduras,1939,0,1095,1,0,1120,0,0.0001416
91,1904-Jan-01 00:00:00,1905-Jan-01 00:00:00,HON,Honduras,1904,0,97,1,0,481,0,0.0001417
93,1937-Jan-01 00:00:00,1938-Jan-01 00:00:00,NIC,Nicaragua,1937,0,45,3,0,765,0,0.0001425
93,1905-Jan-01 00:00:00,1906-Jan-01 00:00:00,NIC,Nicaragua,1905,0,-9,2,0,492,0,0.0001427
93,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,NIC,Nicaragua,1947,0,-9,3,0,977,0,0.0001427
93,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,NIC,Nicaragua,1945,0,-9,-9,0,923,0,0.0001428
42,1898-Jan-01 00:00:00,1899-Jan-01 00:00:00,DOM,Dominican Republic,1898,0,-9,1,0,571,0,0.0001429
51,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,JAM,Jamaica,1963,0,4201,1,80,1696,120,0.0001429
93,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,NIC,Nicaragua,1948,0,-9,3,9,1001,0,0.000143
484,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,CON,Congo,1966,0,7737,5,94,1139,141,0.0001436
91,1906-Jan-01 00:00:00,1907-Jan-01 00:00:00,HON,Honduras,1906,0,103,1,0,510,0,0.0001436
42,1896-Jan-01 00:00:00,1897-Jan-01 00:00:00,DOM,Dominican Republic,1896,0,-9,1,0,540,0,0.000144
42,1897-Jan-01 00:00:00,1898-Jan-01 00:00:00,DOM,Dominican Republic,1897,0,-9,1,0,556,0,0.0001444
150,1876-Jun-22 00:00:00,1877-Jan-01 00:00:00,PAR,Paraguay,1876,0,26,2,0,231,0,0.0001446
42,1905-Jan-01 00:00:00,1906-Jan-01 00:00:00,DOM,Dominican Republic,1905,0,74,1,0,670,0,0.0001452
450,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,LBR,Liberia,1935,0,-9,4,0,379,0,0.0001452
450,1937-Jan-01 00:00:00,1938-Jan-01 00:00:00,LBR,Liberia,1937,0,-9,4,0,406,0,0.0001453
42,1900-Jan-01 00:00:00,1901-Jan-01 00:00:00,DOM,Dominican Republic,1900,0,-9,1,0,600,0,0.0001458
93,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,NIC,Nicaragua,1942,0,-9,-9,0,863,0,0.000146
42,1901-Jan-01 00:00:00,1902-Jan-01 00:00:00,DOM,Dominican Republic,1901,0,-9,1,0,610,0,0.0001465
42,1899-Jan-01 00:00:00,1900-Jan-01 00:00:00,DOM,Dominican Republic,1899,0,-9,1,0,585,0,0.0001467
42,1904-Jan-01 00:00:00,1905-Jan-01 00:00:00,DOM,Dominican Republic,1904,0,48,1,0,660,0,0.0001469
91,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,HON,Honduras,1955,0,3200,4,7,1665,0,0.0001469
450,1936-Jan-01 00:00:00,1937-Jan-01 00:00:00,LBR,Liberia,1936,0,-9,4,0,392,0,0.000147
94,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,COS,Costa Rica,1964,0,2105,2,70,1439,174,0.0001472
91,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,HON,Honduras,1951,0,3168,3,7,1485,0,0.0001473
42,1902-Jan-01 00:00:00,1903-Jan-01 00:00:00,DOM,Dominican Republic,1902,0,-9,1,0,630,0,0.0001475
94,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,COS,Costa Rica,1966,0,2556,2,86,1541,183,0.0001483
150,1921-Jan-01 00:00:00,1922-Jan-01 00:00:00,PAR,Paraguay,1921,0,338,3,0,720,0,0.0001484
712,1937-Jan-01 00:00:00,1938-Jan-01 00:00:00,MON,Mongolia,1937,0,-9,2,40,741,0,0.0001485
93,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,NIC,Nicaragua,1943,0,-9,-9,0,880,0,0.0001485
94,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,COS,Costa Rica,1967,0,2632,2,93,1590,190,0.0001489
94,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,COS,Costa Rica,1965,0,2331,2,81,1490,178,0.0001491
93,1902-Jan-01 00:00:00,1903-Jan-01 00:00:00,NIC,Nicaragua,1902,0,-9,2,0,451,0,0.0001495
91,1914-Jan-01 00:00:00,1915-Jan-01 00:00:00,HON,Honduras,1914,0,982,2,0,590,0,0.0001501
91,1956-Jan-01 00:00:00,1957-Jan-01 00:00:00,HON,Honduras,1956,0,4650,4,8,1715,0,0.0001507
51,1962-Aug-06 00:00:00,1963-Jan-01 00:00:00,JAM,Jamaica,1962,0,980,2,75,1660,123,0.0001507
352,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,CYP,Cyprus,1968,0,6479,14,770,604,0,0.0001509
91,1949-Jan-01 00:00:00,1950-Jan-01 00:00:00,HON,Honduras,1949,0,2843,3,0,1389,0,0.000151
91,1909-Jan-01 00:00:00,1910-Jan-01 00:00:00,HON,Honduras,1909,0,120,1,0,540,0,0.0001511
712,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,MON,Mongolia,1966,0,15000,0,506,1119,231,0.0001511
91,1957-Jan-01 00:00:00,1958-Jan-01 00:00:00,HON,Honduras,1957,0,4450,4,9,1768,0,0.0001515
91,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,HON,Honduras,1950,0,2794,3,6,1445,0,0.0001518
450,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,LBR,Liberia,1946,0,-9,5,1,664,0,0.0001518
95,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,PAN,Panama,1950,0,-9,0,12,795,103,0.0001521
150,1906-Jan-01 00:00:00,1907-Jan-01 00:00:00,PAR,Paraguay,1906,0,99,1,0,580,0,0.0001522
712,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,MON,Mongolia,1935,0,-9,2,43,740,0,0.0001527
93,1938-Jan-01 00:00:00,1939-Jan-01 00:00:00,NIC,Nicaragua,1938,0,-9,2,0,785,0,0.0001527
42,1906-Jan-01 00:00:00,1907-Jan-01 00:00:00,DOM,Dominican Republic,1906,0,-9,1,0,680,0,0.0001529
150,1893-Jan-01 00:00:00,1894-Jan-01 00:00:00,PAR,Paraguay,1893,0,-9,2,0,368,0,0.0001539
93,1904-Jan-01 00:00:00,1905-Jan-01 00:00:00,NIC,Nicaragua,1904,0,-9,2,0,480,0,0.0001542
91,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,HON,Honduras,1940,0,1040,-9,0,1150,0,0.0001548
712,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,MON,Mongolia,1967,0,20000,0,536,1149,242,0.0001559
42,1907-Jan-01 00:00:00,1908-Jan-01 00:00:00,DOM,Dominican Republic,1907,0,-9,1,0,700,0,0.0001561
42,1911-Jan-01 00:00:00,1912-Jan-01 00:00:00,DOM,Dominican Republic,1911,0,-9,1,0,750,0,0.0001563
150,1905-Jan-01 00:00:00,1906-Jan-01 00:00:00,PAR,Paraguay,1905,0,-9,2,0,570,0,0.0001563
150,1894-Jan-01 00:00:00,1895-Jan-01 00:00:00,PAR,Paraguay,1894,0,-9,2,0,384,0,0.0001564
150,1895-Jan-01 00:00:00,1896-Jan-01 00:00:00,PAR,Paraguay,1895,0,-9,2,0,400,0,0.0001569
91,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,HON,Honduras,1945,0,1217,-9,0,1260,0,0.0001577
91,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,HON,Honduras,1947,0,2402,3,0,1320,0,0.0001579
150,1920-Jan-01 00:00:00,1921-Jan-01 00:00:00,PAR,Paraguay,1920,0,290,4,0,700,0,0.0001592
91,1912-Jan-01 00:00:00,1913-Jan-01 00:00:00,HON,Honduras,1912,0,-9,2,0,570,0,0.0001593
42,1914-Jan-01 00:00:00,1915-Jan-01 00:00:00,DOM,Dominican Republic,1914,0,-9,1,0,800,0,0.0001597
93,1933-Jan-01 00:00:00,1934-Jan-01 00:00:00,NIC,Nicaragua,1933,0,63,3,0,697,0,0.0001599
42,1912-Jan-01 00:00:00,1913-Jan-01 00:00:00,DOM,Dominican Republic,1912,0,-9,1,0,770,0,0.0001601
95,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,PAN,Panama,1952,0,-9,0,14,842,131,0.0001602
150,1922-Jan-01 00:00:00,1923-Jan-01 00:00:00,PAR,Paraguay,1922,0,397,3,0,730,0,0.0001606
712,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,MON,Mongolia,1968,0,25000,0,620,1181,253,0.0001607
91,1908-Jan-01 00:00:00,1909-Jan-01 00:00:00,HON,Honduras,1908,0,135,1,0,530,0,0.0001608
91,1913-Jan-01 00:00:00,1914-Jan-01 00:00:00,HON,Honduras,1913,0,115,2,0,580,0,0.0001609
91,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,HON,Honduras,1919,0,-9,3,0,690,0,0.000161
150,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,PAR,Paraguay,1919,0,-9,3,0,690,0,0.000161
94,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,COS,Costa Rica,1968,0,3609,2,534,1634,196,0.0001613
434,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,BEN,Benin,1962,0,2653,1,2,2162,101,0.0001615
91,1944-Jan-01 00:00:00,1945-Jan-01 00:00:00,HON,Honduras,1944,0,1141,-9,0,1240,0,0.0001615
150,1902-Jan-01 00:00:00,1903-Jan-01 00:00:00,PAR,Paraguay,1902,0,-9,2,0,520,0,0.0001619
517,1962-Jul-01 00:00:00,1963-Jan-01 00:00:00,RWA,Rwanda,1962,0,0,1,1,2830,0,0.0001621
94,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,COS,Costa Rica,1969,0,3985,2,563,1685,203,0.0001623
95,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,PAN,Panama,1960,0,500,0,28,1126,269,0.0001623
95,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,PAN,Panama,1962,0,600,0,40,1194,295,0.0001623
91,1907-Jan-01 00:00:00,1908-Jan-01 00:00:00,HON,Honduras,1907,0,135,1,0,520,0,0.0001626
339,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,ALB,Albania,1919,0,1523,3,0,783,0,0.0001631
95,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,PAN,Panama,1961,0,1000,0,32,1159,282,0.0001634
91,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,HON,Honduras,1948,0,3627,3,0,1353,0,0.0001638
712,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,MON,Mongolia,1965,0,25000,0,513,1090,221,0.0001642
91,1933-Jan-01 00:00:00,1934-Jan-01 00:00:00,HON,Honduras,1933,0,750,1,0,1010,0,0.0001649
91,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,HON,Honduras,1942,0,1184,-9,0,1200,0,0.0001649
352,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,CYP,Cyprus,1967,0,8681,15,765,599,0,0.000165
91,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,HON,Honduras,1943,0,1208,-9,0,1210,0,0.000165
93,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,NIC,Nicaragua,1946,0,-9,3,0,949,0,0.000165
91,1920-Jan-01 00:00:00,1921-Jan-01 00:00:00,HON,Honduras,1920,0,998,3,0,720,0,0.000166
517,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,RWA,Rwanda,1963,0,2600,1,1,2924,0,0.0001661
42,1903-Jan-01 00:00:00,1904-Jan-01 00:00:00,DOM,Dominican Republic,1903,0,87,1,0,640,0,0.0001669
712,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,MON,Mongolia,1969,0,33000,0,658,1214,265,0.0001673
450,1934-Jan-01 00:00:00,1935-Jan-01 00:00:00,LBR,Liberia,1934,0,-9,4,0,366,0,0.000168
